Entity1_id,Entity1_name,Entity1_type,Entity2_id,Entity2_name,Entity2_type,Evidence,Association,PK,PD,PMIDs,,,,,,
PA445846,Thrombocytopenia,Disease,PA359,thymidylate synthetase,Gene,VariantAnnotation,associated,,,21980041,,,,,,
PA447146,Hyperammonemia,Disease,PA359,thymidylate synthetase,Gene,VariantAnnotation,associated,,PD,20714149,,,,,,
PA446038,Virus Diseases,Disease,PA131,CYP3A5,Gene,VariantAnnotation,associated,,PD,24656015,,,,,,
PA444648,Jaundice,Disease,PA28469,G6PD,Gene,VariantAnnotation,Vip,associated,,PD,11852882;15787927;22179231,,,,,
PA444648,Jaundice,Disease,PA420,UGT1A1,Gene,VariantAnnotation,associated,,PD,22179231;23148286,,,,,,
PA444144,Fallopian Tube Neoplasms,Disease,PA25411,BRCA1,Gene,Vip,associated,,,12237282,,,,,,
PA447215,Psychotic Disorders,Disease,PA134924986,DAOA,Gene,VariantAnnotation,associated,,PD,19482054,,,,,,
PA447216,Schizophrenia,Disease,PA134924986,DAOA,Gene,VariantAnnotation,associated,,PD,20471098,,,,,,
PA446157,Leukemia, B-Cell, Acute,Disease,PA116,ABCC2,Gene,VariantAnnotation,associated,PK,PD,23222202,,,,
PA446157,Leukemia, B-Cell, Acute,Disease,PA397,ABCC4,Gene,VariantAnnotation,associated,PK,PD,23222202,,,,
PA446155,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,PA28586,GATA binding protein 3,Gene,VariantAnnotation,associated,,PD,24141364,,,,,,
PA445187,Osteonecrosis,Disease,PA38726,KCNT2,Gene,VariantAnnotation,associated,,PD,22267851,,,,,,
PA443450,Asthma,Disease,PA162,F13A1,Gene,Literature,associated,,,24934276,,,,,,
PA443796,Coronary Artery Disease,Disease,PA162,F13A1,Gene,VariantAnnotation,associated,,PD,24510702,,,,,,
PA443842,Death,Disease,PA162,F13A1,Gene,VariantAnnotation,associated,,PD,24510702,,,,,,
PA445019,Myocardial Infarction,Disease,PA162,F13A1,Gene,VariantAnnotation,associated,,PD,24510702,,,,,,
PA443899,Diarrhea,Disease,PA134987112,OR10AE3P,Gene,VariantAnnotation,associated,,PD,22310351,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA134987112,OR10AE3P,Gene,VariantAnnotation,associated,,PD,22310351,,,,,,
PA444445,Hepatitis C,Disease,PA29648,IFIT1,Gene,VariantAnnotation,associated,,PD,21993426,,,,,,
PA443450,Asthma,Disease,PA31472,NCOA3,Gene,VariantAnnotation,associated,,PD,23992748,,,,,,
PA165817398,Myelosuppression,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,VariantAnnotation,associated,,PD,24817302,,,,,,
PA445113,Neutropenia,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,VariantAnnotation,associated,,PD,18443386;19473056;23942539,,,,,,
PA445218,Pancreatic Neoplasms,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,14635116;19104657;21487324;21498394,,,,,
PA445476,Purine-Pyrimidine Metabolism, Inborn Errors,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,VariantAnnotation,associated,PK,,10071185;16151913;9439663,,,,,
PA445503,Rectal Neoplasms,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17064846;21410976,,,,,
PA445846,Thrombocytopenia,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,VariantAnnotation,associated,,PD,19473056,,,,,,
PA447146,Hyperammonemia,Disease,PA145,dihydropyrimidine dehydrogenase,Gene,VariantAnnotation,associated,,PD,20714149,,,,,,
PA444485,Hodgkin Disease,Disease,PA134917440,EPM2AIP1,Gene,VariantAnnotation,associated,,PD,17959715,,,,,,
PA447322,therapy-related acute myeloid leukemia (t-ML),Disease,PA134917440,EPM2AIP1,Gene,VariantAnnotation,associated,,PD,17959715,,,,,,
PA443635,Cardiovascular Diseases,Disease,PA134971947,purinergic receptor P2Y, G-protein coupled,12,Gene,Vip,associated,,,,,,,
PA162263534,Ototoxicity,Disease,PA118,SLC31A1,Gene,VariantAnnotation,associated,,PD,22516052,,,,,,
PA443622,Carcinoma, Non-Small-Cell Lung,Disease,PA118,SLC31A1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22516052;22725681,,,,
PA166048924,Hypertension, Portal,Disease,PA31801,5'-nucleotidase, cytosolic II,Gene,VariantAnnotation,associated,,PD,23315321,,,,
PA445062,Neoplasms,Disease,PA31801,5'-nucleotidase, cytosolic II,Gene,ClinicalAnnotation,VariantAnnotation,associated,PK,,22838949;24300978,,,,
PA447230,HIV,Disease,PA31801,5'-nucleotidase, cytosolic II,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23315321,,,,
PA443624,Carcinoma, Renal Cell,Disease,PA34994,SCGB3A1,Gene,VariantAnnotation,associated,,PD,22015057,,,,,
PA444760,Leukemia, Myeloid, Acute,Disease,PA31802,NT5C3A,Gene,VariantAnnotation,associated,,PD,25000516,,,,
PA445062,Neoplasms,Disease,PA31802,NT5C3A,Gene,VariantAnnotation,associated,PK,,22838949,,,,,,
PA444178,Fever,Disease,PA38478,solute carrier family 22 (organic anion/urate transporter), member 12,Gene,VariantAnnotation,associated,,PD,22584460,,,,,
PA444760,Leukemia, Myeloid, Acute,Disease,PA38478,solute carrier family 22 (organic anion/urate transporter), member 12,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22584460,,
PA443797,Coronary Disease,Disease,PA36380,HNF1 homeobox A,Gene,VariantAnnotation,associated,PK,PD,21094359,,,,,,
PA447216,Schizophrenia,Disease,PA134953776,MAML3,Gene,VariantAnnotation,associated,,PD,22920393,,,,,,
PA446847,Arrhythmogenic Right Ventricular Dysplasia,Disease,PA33357,PKP2,Gene,Annotation,Literature,associated,,,23788249,,,,,
PA445738,Stevens-Johnson Syndrome,Disease,PA25263,PRRC2A,Gene,VariantAnnotation,associated,,PD,16538176,,,,,,
PA444065,Epilepsy,Disease,PA25929,LSM2,Gene,ClinicalAnnotation,associated,,PD,16538175,,,,,,
PA443742,Cluster Headache,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17361120,,,,
PA443886,Diabetes Mellitus,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,VariantAnnotation,associated,,PD,19247266,,,,,
PA444516,Hypercholesterolemia,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18551043,,,,
PA444552,Hypertension,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,VariantAnnotation,associated,,PD,16314886;17189961,,,,,
PA444606,Erectile Dysfunction,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,12576843,,,,
PA444797,Liver Cirrhosis,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,VariantAnnotation,associated,,PD,20833658,,,,,
PA445019,Myocardial Infarction,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17189961;18551043,,,,
PA447288,Essential hypertension,Disease,PA176,guanine nucleotide binding protein (G protein), beta polypeptide 3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,11230366;20235788,,,,
PA447216,Schizophrenia,Disease,PA37886,SLC26A9,Gene,VariantAnnotation,associated,,PD,21107309,,,,,,
PA447288,Essential hypertension,Disease,PA80,bradykinin receptor B2,Gene,VariantAnnotation,associated,,PD,12522467,,,,,,
PA443340,Anemia,Disease,PA29020,GSTA6P,Gene,ClinicalAnnotation,associated,,PD,19786980;22188361,,,,,,
PA445204,Ovarian Neoplasms,Disease,PA29020,GSTA6P,Gene,ClinicalAnnotation,associated,,PD,19786980;22188361,,,,,,
PA443622,Carcinoma, Non-Small-Cell Lung,Disease,PA142672353,C8orf34,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22664479,,,,
PA443899,Diarrhea,Disease,PA142672353,C8orf34,Gene,VariantAnnotation,associated,,PD,22664479,,,,,,
PA444460,Heroin Dependence,Disease,PA31818,neurotrophic tyrosine kinase, receptor, type 2,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23651024,,,
PA443309,Alcoholism,Disease,PA27478,dopamine receptor D2,Gene,VariantAnnotation,associated,,,17196743;19603545,,,,,,
PA443842,Death,Disease,PA27478,dopamine receptor D2,Gene,VariantAnnotation,associated,,PD,23340505,,,,,,
PA444354,Headache,Disease,PA27478,dopamine receptor D2,Gene,VariantAnnotation,associated,,PD,23859574,,,,,,
PA445768,Substance Withdrawal Syndrome,Disease,PA27478,dopamine receptor D2,Gene,VariantAnnotation,associated,,,25096645,,,,,,
PA446876,Substance-Related Disorders,Disease,PA27478,dopamine receptor D2,Gene,VariantAnnotation,associated,,PD,18687376,,,,,,
PA447076,Headache Disorders,Disease,PA27478,dopamine receptor D2,Gene,VariantAnnotation,associated,,,25096645,,,,,,
PA447208,Mental Disorders,Disease,PA27478,dopamine receptor D2,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22967772,,,,,
PA159018367,Brugada syndrome,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,Annotation,associated,,,,,,,
PA165818136,Shortened QT interval,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,Vip,associated,,,,,,,
PA443459,Atrial Fibrillation,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,VariantAnnotation,Vip,associated,,,18222980,,,
PA444807,Long QT Syndrome,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,Vip,associated,,,,,,,
PA446294,Torsades de Pointes,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,ClinicalAnnotation,VariantAnnotation,Vip,associated,,PD,11997281;15522280,,
PA446450,Tachycardia, Ventricular,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,Vip,associated,,,,,,
PA447184,Romano-Ward Syndrome,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,Annotation,associated,,,,,,,
PA447228,congenital long QT syndrome,Disease,PA212,potassium voltage-gated channel, subfamily H (eag-related), member 2,Gene,Vip,associated,,,,,,,
PA443815,Crohn Disease,Disease,PA28162,FK506 binding protein 5,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21788965,,,,,
PA447197,Attention Deficit Disorder with Hyperactivity,Disease,PA28162,FK506 binding protein 5,Gene,VariantAnnotation,associated,,,18349090,,,,,,
PA447207,Depressive Disorder,Disease,PA28162,FK506 binding protein 5,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,15565110;18191112;20709156,,,,,
PA443265,Adenocarcinoma,Disease,PA30196,v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23324806,,,,,
PA445218,Pancreatic Neoplasms,Disease,PA25465,BTRC,Gene,VariantAnnotation,associated,,PD,22142827,,,,,,
PA447199,Bipolar Disorder,Disease,PA28784,GNG2,Gene,Literature,associated,,,24718920,,,,,,
PA443796,Coronary Artery Disease,Disease,PA254,nitric oxide synthase 3 (endothelial cell),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22890915,,,,,
PA444370,Heart Failure,Disease,PA254,nitric oxide synthase 3 (endothelial cell),Gene,VariantAnnotation,associated,,,22543981,,,,,,
PA444606,Erectile Dysfunction,Disease,PA254,nitric oxide synthase 3 (endothelial cell),Gene,VariantAnnotation,associated,,PD,22064666,,,,,,
PA445398,Pre-Eclampsia,Disease,PA254,nitric oxide synthase 3 (endothelial cell),Gene,VariantAnnotation,associated,,PD,19704415,,,,,,
PA446155,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,PA254,nitric oxide synthase 3 (endothelial cell),Gene,VariantAnnotation,associated,,PD,16013960,,,,,,
PA447288,Essential hypertension,Disease,PA254,nitric oxide synthase 3 (endothelial cell),Gene,VariantAnnotation,associated,,PD,14553962,,,,,,
PA447199,Bipolar Disorder,Disease,PA32416,olfactory receptor, family 52, subfamily J, member 3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21961650,,
PA165108401,Acute coronary syndrome,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,Vip,associated,,PD,20538124,,,,,
PA443319,Alzheimer Disease,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,
PA443450,Asthma,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA443635,Cardiovascular Diseases,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA443756,Colonic Neoplasms,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,associated,,,15150618,,,,,,
PA443796,Coronary Artery Disease,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,ClinicalAnnotation,associated,,PD,17495879,,,,,,
PA443797,Coronary Disease,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,associated,,,17495879,,,,,,
PA443886,Diabetes Mellitus,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA444370,Heart Failure,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA444417,Hemorrhage,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA444516,Hypercholesterolemia,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,associated,,,24116192,,,,,,
PA444552,Hypertension,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24116192,,,,,
PA444620,Inflammation,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA444822,Lupus Erythematosus, Systemic,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,
PA445019,Myocardial Infarction,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,Vip,associated,,,15138244,,,,,
PA445062,Neoplasms,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA445174,Osteoarthritis,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA445208,Pain,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA445298,Periodontitis,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA445425,Prostatic Neoplasms,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,associated,,PD,20688905,,,,,,
PA445744,Stomach Ulcer,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,Vip,associated,,,,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,associated,,PD,15767339;19219602,,,,,,
PA447054,Stroke,Disease,PA293,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),Gene,VariantAnnotation,Vip,associated,,,15138244;17495879,,,,,
PA444848,Lymphopenia,Disease,PA29863,IMP (inosine 5'-monophosphate) dehydrogenase 2,Gene,VariantAnnotation,associated,,PD,21996196,,,,,,
PA443622,Carcinoma, Non-Small-Cell Lung,Disease,PA24429,ACSS2,Gene,VariantAnnotation,associated,,PD,21636554,,,,,
PA166120927,drug reaction with eosinophilia and systemic symptoms,Disease,PA126,CYP2C9,Gene,VariantAnnotation,associated,,PD,25096692,,,,,,
PA166120927,drug reaction with eosinophilia and systemic symptoms,Disease,PA35055,HLA-A,Gene,VariantAnnotation,associated,,PD,24322785,,,,,,
PA443886,Diabetes Mellitus,Disease,PA297,renin,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18794727,,,,,
PA443994,Edema,Disease,PA297,renin,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18794727,,,,,
PA447288,Essential hypertension,Disease,PA297,renin,Gene,VariantAnnotation,associated,,PD,21261619,,,,,,
PA445968,Turner Syndrome,Disease,PA34949,TSPAN31,Gene,ClinicalAnnotation,associated,,PD,23567489,,,,,,
PA443450,Asthma,Disease,PA235,leukotriene C4 synthase,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,16293801,,,,,
PA443450,Asthma,Disease,PA31352,myosin binding protein H,Gene,ClinicalAnnotation,associated,,PD,19019667,,,,,,
PA443886,Diabetes Mellitus,Disease,PA213,potassium inwardly-rectifying channel, subfamily J, member 1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22907731,,,
PA443450,Asthma,Disease,PA28057,Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18534082;18595682,,,
PA446876,Substance-Related Disorders,Disease,PA192,5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled,Gene,VariantAnnotation,associated,,PD,19747927,,,,,
PA447207,Depressive Disorder,Disease,PA192,5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled,Gene,ClinicalAnnotation,associated,,PD,18047755;18387740;18484082;19590397;19800133;21688171;23733030,,,,,
PA447212,Panic Disorder,Disease,PA192,5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,19590397;19800133;21688171,,,,
PA447215,Psychotic Disorders,Disease,PA192,5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled,Gene,VariantAnnotation,associated,,PD,19747927,,,,,
PA447216,Schizophrenia,Disease,PA192,5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled,Gene,VariantAnnotation,associated,,PD,18308786;22120873,,,,,
PA444516,Hypercholesterolemia,Disease,PA24412,ATP-binding cassette, sub-family G (WHITE), member 8,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,15262185;16103896;20592455,,,
PA446459,Myocardial Ischemia,Disease,PA158,coagulation factor III (thromboplastin, tissue factor),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,19027114,,,,
PA159018367,Brugada syndrome,Disease,PA223,potassium voltage-gated channel, KQT-like subfamily, member 1,Gene,Annotation,associated,,,,,,,
PA443886,Diabetes Mellitus,Disease,PA223,potassium voltage-gated channel, KQT-like subfamily, member 1,Gene,VariantAnnotation,associated,,PD,21355884,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA223,potassium voltage-gated channel, KQT-like subfamily, member 1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22414228,,
PA447184,Romano-Ward Syndrome,Disease,PA223,potassium voltage-gated channel, KQT-like subfamily, member 1,Gene,Annotation,associated,,,,,,,
PA445204,Ovarian Neoplasms,Disease,PA372,MAD1 mitotic arrest deficient-like 1 (yeast),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23407047,,,,,
PA166123204,bioavailability,Disease,PA130,CYP3A4,Gene,VariantAnnotation,associated,PK,,24598718,,,,,,
PA166123204,bioavailability,Disease,PA131,CYP3A5,Gene,VariantAnnotation,associated,,PD,23733010,,,,,,
PA444552,Hypertension,Disease,PA103,cyclin-dependent kinase 6,Gene,Literature,associated,,,24560520,,,,,,
PA443450,Asthma,Disease,PA36296,T, brachyury homolog (mouse),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22538805,,,,
PA447054,Stroke,Disease,PA24357,alpha-2-macroglobulin,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23280790,,,,,
PA444552,Hypertension,Disease,PA33782,WNK lysine deficient protein kinase 1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18591455,,,,,
PA166114942,familial hypercholesterolemia,Disease,PA227,LDLR,Gene,Annotation,Literature,associated,,,23788249,,,,,
PA166114942,familial hypercholesterolemia,Disease,PA38617,PCSK9,Gene,Annotation,Literature,associated,,,23788249,,,,,
PA447278,Depression,Disease,PA134863701,solute carrier family 39 (zinc transporter), member 14,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,20970119,,,,
PA443731,Chronic Disease,Disease,PA130,CYP3A4,Gene,VariantAnnotation,associated,PK,PD,21946898,,,,,,
PA443731,Chronic Disease,Disease,PA27114,CYP3A,Gene,VariantAnnotation,associated,PK,PD,21946898,,,,,,
PA444269,Gilbert Disease,Disease,PA420,UGT1A1,Gene,Vip,associated,,,7565971,,,,,,
PA445030,Myotonia,Disease,PA35006,SCN4A,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23052413,,,,,
PA445048,Nausea,Disease,PA134959224,ZBTB4,Gene,VariantAnnotation,associated,,PD,21606948,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA134959224,ZBTB4,Gene,VariantAnnotation,associated,,PD,21606948,,,,,,
PA446338,Neurofibromatosis 2,Disease,PA31580,NF2,Gene,Annotation,Literature,associated,,,23788249,,,,,
PA444477,von Hippel-Lindau Disease,Disease,PA37307,VHL,Gene,Literature,associated,,,23788249,,,,,,
PA446155,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,PA34068,phosphorylase, glycogen, liver,Gene,VariantAnnotation,associated,,PD,23007406,,,,
PA166048926,Lead Poisoning, Nervous System, Childhood,Disease,PA28469,G6PD,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,417891,,,
PA445113,Neutropenia,Disease,PA353,topoisomerase (DNA) I,Gene,VariantAnnotation,associated,,PD,18347181,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA353,topoisomerase (DNA) I,Gene,VariantAnnotation,associated,,PD,18347181,,,,,,
PA166123310,loeys-dietz syndrome,Disease,PA28016,fibrillin 1,Gene,Annotation,associated,,,,,,,,,
PA444552,Hypertension,Disease,PA28016,fibrillin 1,Gene,Literature,associated,,,24560520,,,,,,
PA444880,Marfan Syndrome,Disease,PA28016,fibrillin 1,Gene,Annotation,associated,,,,,,,,,
PA443633,Cardiomyopathy, Hypertrophic,Disease,PA28707,galactosidase, alpha,Gene,Annotation,associated,,,,,,,
PA446760,Multiple Endocrine Neoplasia Type 1,Disease,PA30746,multiple endocrine neoplasia I,Gene,Annotation,Literature,associated,,,23788249,,,,,
PA447300,Acquired Long QT Syndrome (aLQTS),Disease,PA134976380,ACN9,Gene,Literature,associated,,,24561134,,,,,,
PA444552,Hypertension,Disease,PA31581,NFAT5,Gene,Literature,associated,,,24560520,,,,,,
PA447199,Bipolar Disorder,Disease,PA30470,LSAMP,Gene,Literature,associated,,,24718920,,,,,,
PA447216,Schizophrenia,Disease,PA28725,glucagon-like peptide 1 receptor,Gene,ClinicalAnnotation,VariantAnnotation,associated,,,24624910,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA167,folylpolyglutamate synthase,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,19902562;22450926,,,,
PA166120929,severe cutaneous adverse reactions,Disease,PA33921,psoriasis susceptibility 1 candidate 3 (non-protein coding),Gene,ClinicalAnnotation,associated,,PD,21801394,,,,,,
PA443936,Drug Hypersensitivity,Disease,PA33921,psoriasis susceptibility 1 candidate 3 (non-protein coding),Gene,VariantAnnotation,associated,,PD,21801394,,,,,,
PA444059,Epidermal Necrolysis, Toxic,Disease,PA33921,psoriasis susceptibility 1 candidate 3 (non-protein coding),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21801394,,,,
PA445738,Stevens-Johnson Syndrome,Disease,PA33921,psoriasis susceptibility 1 candidate 3 (non-protein coding),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21801394,,,,,
PA445538,Retinoblastoma,Disease,PA295,retinoblastoma 1,Gene,Annotation,Literature,associated,,,23788249,,,,,
PA447216,Schizophrenia,Disease,PA29807,interleukin 1, alpha,Gene,VariantAnnotation,associated,,PD,21107309,,,,,
PA445857,Thyroid Neoplasms,Disease,PA34335,ret proto-oncogene,Gene,Literature,associated,,,23788249,,,,,,
PA446649,Carcinoma, Medullary,Disease,PA34335,ret proto-oncogene,Gene,Annotation,associated,,,,,,,,
PA446772,Multiple Endocrine Neoplasia Type 2a,Disease,PA34335,ret proto-oncogene,Gene,Annotation,associated,,,,,,,,,
PA162263534,Ototoxicity,Disease,PA29028,GSTP1,Gene,VariantAnnotation,associated,,PD,23065688,,,,,,
PA444898,Medulloblastoma,Disease,PA29028,GSTP1,Gene,VariantAnnotation,associated,,PD,23065688,,,,,,
PA445062,Neoplasms,Disease,PA29028,GSTP1,Gene,ClinicalAnnotation,associated,PK,PD,15213713;17409936;19076156;19203783;20530282,,,,,,
PA445113,Neutropenia,Disease,PA29028,GSTP1,Gene,VariantAnnotation,associated,PK,PD,17409936,,,,,,
PA445301,Peripheral Nervous System Diseases,Disease,PA29028,GSTP1,Gene,VariantAnnotation,associated,PK,PD,16707601,,,,,,
PA445503,Rectal Neoplasms,Disease,PA29028,GSTP1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18540691,,,,,
PA445787,Syncope,Disease,PA29028,GSTP1,Gene,VariantAnnotation,associated,,PD,23559402,,,,,,
PA445828,Testicular Neoplasms,Disease,PA29028,GSTP1,Gene,VariantAnnotation,associated,,PD,17228018,,,,,,
PA162263534,Ototoxicity,Disease,PA183,GSTT1,Gene,ClinicalAnnotation,associated,,PD,17228018;23274376,,,,,,
PA443840,Deafness,Disease,PA183,GSTT1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17228018;23274376,,,,,
PA444985,Multiple Myeloma,Disease,PA183,GSTT1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21435719,,,,,
PA445062,Neoplasms,Disease,PA183,GSTT1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17228018;23274376,,,,,
PA447216,Schizophrenia,Disease,PA134947616,EIF2AK4,Gene,VariantAnnotation,associated,,PD,24751813,,,,,,
PA447216,Schizophrenia,Disease,PA134953249,BDNF-AS,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23433505,,,,,
PA447216,Schizophrenia,Disease,PA134957776,PSMD14,Gene,VariantAnnotation,associated,,PD,22920393,,,,,,
PA447216,Schizophrenia,Disease,PA134968746,NPAS3,Gene,VariantAnnotation,associated,,PD,22920393,,,,,,
